ENTREZ_GENE_ID,INCHIKEY_DESALT,CANONICAL_SMILES_DESALT,RESULT_VALUE_min,dataset,PDB_CODE,PKL,pair,cv1|cvset,cv1|tthresh,cv1|cthresh,cv1|source,cv2|cvset,cv2|tthresh,cv2|cthresh,cv2|source,cv3|cvset,cv3|tthresh,cv3|cthresh,cv3|source,cv4|cvset,cv4|tthresh,cv4|cthresh,cv4|source,cv5|cvset,cv5|tthresh,cv5|cthresh,cv5|source,status,metal_lgd,ligand,hdf_id
O75608,5sym,O=C(Nc1cc(ccc1Cl)C(F)(F)F)C[NH+]1CCN(CC1)C(=O)c1ccco1,-1.2664218011467248,PDBBIND,5sym,False,O75608|5sym,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(71Q),O75608|5sym
Q8IB67,5tpx,Cc1nnc2n1nc(N[C@H]([C@H](c1ccccc1)[NH+](C)C)C)c1c2cccc1,-1.2664218011467248,PDBBIND,5tpx,False,Q8IB67|5tpx,test,0,0.6,PDBBIND,training,,,,training,,,,test,10,0.6,PDBBIND,training,,,,protein,0.0,(7H7),Q8IB67|5tpx
Q9H8S9,5twh,CSCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(=O)N)C)[C@H](CC)C)C(C)C)NC(=O)[C@H]([C@H](OP(O)(O)O)C)[NH3+],-1.2664218011467248,PDBBIND,5twh,False,Q9H8S9|5twh,training,,,,training,,,,validation,10,0.4,PDBBIND,training,,,,training,,,,desalted,0.0,(17-mer),Q9H8S9|5twh
Q99257,2khh,[NH3+]CCCC[C@@H](C(=O)O)NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)[NH3+])CO)CO)Cc1ccccc1)CO,-1.289447652076665,PDBBIND,2khh,False,Q99257|2khh,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(9-mer),Q99257|2khh
P00760,2zq2,O=C([C@@H]1CCCN1C(=O)C[NH2+]C1CCCCCCC1)NCc1ccc(cc1)C(N)N,-1.289447652076665,PDBBIND,2zq2,False,P00760|2zq2,training,,,,,,,,training,,,,,,,,,,,,desalted,0.0,(13U),P00760|2zq2
C3P9L8,4db7,OC(=O)CCc1nnc2c(c1O)c(=O)[nH]c(n2)N,-1.289447652076665,PDBBIND,4db7,False,C3P9L8|4db7,training,,,,validation,10,0.4,PDBBIND,training,,,,training,,,,training,,,,protein,0.0,(Z25),C3P9L8|4db7
P28720,4lbu,CNc1nc2c([nH]1)c(CC[C@H]1O[C@H]([C@@H]([C@@H]1O)OC)OC)c1c(c2)c(=O)[nH]c([nH+]1)N,-1.289447652076665,PDBBIND,4lbu,False,P28720|4lbu,training,,,,training,,,,,,,,training,,,,,,,,desalted,0.0,(1WJ),P28720|4lbu
Q4WP27,4lnb,N=Cc1ccc(cc1)N(Cc1cncn1C)CCN(S(=O)(=O)c1ccccc1C)CC1CCN(CC1)C(=O)OC(C)(C)C,-1.289447652076665,PDBBIND,4lnb,False,Q4WP27|4lnb,training,,,,,,,,training,,,,,,,,test,10,0.6,PDBBIND,desalted,0.0,(ED5),Q4WP27|4lnb
B0RM05,5h5o,O[C@@H]1[C@@H]2OP(O)(O)OC[C@H]2O[C@H]1n1cnc2c1[nH]c(N)[nH+]c2=O,-1.289447652076665,PDBBIND,5h5o,False,B0RM05|5h5o,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(PCG),B0RM05|5h5o
23476,5u2e,CCOC(=O)c1ccc(cc1)c1csc2c1O[C@H](CC2=O)[NH+]1CCOCC1,-1.289447652076665,PDBBIND,5u2e,False,23476|5u2e,training,,,,training,,,,training,,,,training,,,,,,,,protein,0.0,(837),23476|5u2e
P19438,1ft4,O=N(=O)c1cccc(c1)c1sc2c(c1)n1c(c2)c(=O)n(c1=S)CCC[NH+]1CCOCC1,-1.3124735030066068,PDBBIND,1ft4,False,P19438|1ft4,training,,,,validation,10,0.6,PDBBIND,test,0,0.6,PDBBIND,training,,,,training,,,,protein,0.0,(703),P19438|1ft4
P08059,1gzv,O[C@@H]([C@H]([C@@H](C(=O)O)O)O)COP(O)(O)O,-1.3124735030066068,PDBBIND,1gzv,False,P08059|1gzv,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(PA5),P08059|1gzv
P22629,1sld,NC(=O)CC[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2[nH]cnc2)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](NC1=O)Cc1ccccc1)C(=O)N)NC(=O)C,-1.3124735030066068,PDBBIND,1sld,False,P22629|1sld,,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(6-mer),P22629|1sld
Q9UJY5,1ujk,[NH3+]CCCC[C@@H](C(=O)O)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@H](CC)C)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)[NH3+])CC(=O)O)COP(O)(O)O)CC(C)C)CC(C)C,-1.3124735030066068,PDBBIND,1ujk,False,Q9UJY5|1ujk,training,,,,training,,,,training,,,,,,,,training,,,,protein,0.0,(12-mer),Q9UJY5|1ujk
P05089,1wva,OC(=O)[C@H](CSCC[B](O)(O)O)[NH3+],-1.3124735030066068,PDBBIND,1wva,False,P05089|1wva,,,,,training,,,,,,,,training,,,,,,,,desalted,0.0,(S2C),P05089|1wva
Q08499,1y2c,CCOC(=O)c1c(C)nn(c1C)c1ccccc1,-1.3124735030066068,PDBBIND,1y2c,False,Q08499|1y2c,training,,,,,,,,,,,,training,,,,training,,,,desalted,0.0,(3DE),Q08499|1y2c
Q9JIR4,1zub,CC[C@@H]([C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)C)Cc1c[nH]c2c1cccc2)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)[NH3+])CCC(=O)O)C,-1.3124735030066068,PDBBIND,1zub,False,Q9JIR4|1zub,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(11-mer),Q9JIR4|1zub
1017,IHRUUMKPVGXRBP-HAQNSBGRSA-P,[NH3+][C@@H]1CC[C@H](CC1)Nc1cc(Nc2ccc(cc2)S(=O)(=O)N)[n+]2c(n1)nc[nH]2,-1.3124735030066068,PDBBIND,2c6l,True,1017|IHRUUMKPVGXRBP-HAQNSBGRSA-P,validation,random,0.4,docked,training,,,,training,,,,training,,,,training,,,,protein,0.0,(DT4),1017|2c6l
P00772,2cv3,CC(C[C@@H]1NC(=O)[C@@H](NC(=O)[C@H]([C@H](O)C)[NH3+])[C@@H](C)OC(=O)C[C@@H]2NC(=O)[C@H]3NC(=O)[C@H]4N(C(=O)[C@@H](NC(=O)[C@@H](NC1=O)CCCCNC(=O)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC2=O)Cc1c[nH]c2c1cccc2)CC(=O)OC3)C(=O)O)Cc1ccccc1)CCC4)C,-1.3124735030066068,PDBBIND,2cv3,False,P00772|2cv3,training,,,,training,,,,test,10,0.2,PDBBIND,,,,,training,,,,protein,0.0,(11-mer),P00772|2cv3
P29724,2fqy,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N,-1.3124735030066068,PDBBIND,2fqy,False,P29724|2fqy,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(ADN),P29724|2fqy
Q3J1R2,2hzl,OC(=O)C(=O)C,-1.3124735030066068,PDBBIND,2hzl,False,Q3J1R2|2hzl,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(PYR),Q3J1R2|2hzl
P46100,2lbm,[NH3+]CCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)O)C)CCCC[NH3+])[C@H](O)C)CO)CCCC[N+](C)(C)C)CCCNC(N)N)C)[C@H](O)C)CCC(=O)N)NC(=O)[C@H]([C@H](O)C)NC(=O)[C@@H](NC(=O)[C@@H]([NH3+])C)CCCNC(N)N,-1.3124735030066068,PDBBIND,2lbm,False,P46100|2lbm,training,,,,training,,,,training,,,,training,,,,training,,,,desalted,0.0,(15-mer),P46100|2lbm
P12497,2m3z,O=C1N/C(=N/N=C\2/C(=O)Nc3c2cc(cc3)S(O)(O)O)/S/C/1=C\c1ccco1,-1.3124735030066068,PDBBIND,2m3z,False,P12497|2m3z,training,,,,test,random,0.6,PDBBIND,training,,,,validation,random,0.4,PDBBIND,training,,,,desalted,0.0,(1HF),P12497|2m3z
P03367,2pwc,Nc1ccc(cc1)S(=O)(=O)N([C@H]1C[NH2+]C[C@@H]1N(S(=O)(=O)c1ccc(cc1)N)Cc1ccccc1)Cc1ccccc1,-1.3124735030066068,PDBBIND,2pwc,False,P03367|2pwc,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(G3G),P03367|2pwc
P46925,2r9b,OC[C@@H](C(=O)N[C@@H](CC(C)C)C[NH2+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)Cc1ccccc1)CCC(=O)N)CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCC[NH3+])[NH3+],-1.3124735030066068,PDBBIND,2r9b,False,P46925|2r9b,training,,,,training,,,,,,,,training,,,,training,,,,protein,0.0,(8-mer),P46925|2r9b
5602,HYNNWLVWJXWXFO-UHFFFAOYSA-N,CN(c1nccc(n1)c1cnc2n1cccc2)C1CCCCC1,-1.3124735030066068,PDBBIND,3cgf,True,5602|HYNNWLVWJXWXFO-UHFFFAOYSA-N,training,,,,training,,,,training,,,,training,,,,test,0,0.6,docked,protein,0.0,(JNF),5602|3cgf
P98170,3cm7,CC[C@@H](C(=O)N[C@H]1[C@@H](CO)CC[C@@H]2N(C1=O)[C@@H](CC2)C(=O)NC(c1ccccc1)c1ccccc1)[NH3+],-1.3124735030066068,PDBBIND,3cm7,False,P98170|3cm7,training,,,,training,,,,training,,,,,,,,,,,,desalted,0.0,(X22),P98170|3cm7
Q820T1,3il6,C[C@@H]1C[C@H](C)CN(C1)c1ccc(cc1Oc1ccccc1)C(=O)Nc1ccccc1C(=O)O,-1.3124735030066068,PDBBIND,3il6,False,Q820T1|3il6,training,,,,training,,,,training,,,,,,,,training,,,,protein,0.0,(B83),Q820T1|3il6
P00740,3lc5,NC(c1sc2c(c1)c(ccc2)O[C@@H](c1onc(n1)c1ccccc1)c1ccccc1)N,-1.3124735030066068,PDBBIND,3lc5,False,P00740|3lc5,training,,,,training,,,,training,,,,training,,,,training,,,,desalted,0.0,(IZX),P00740|3lc5
P62993,3ove,CC(=O)N[C@H](C(=O)NC1(CCCCCC1)C(=O)N[C@H](C(=O)N)CC(=O)N)Cc1ccc(cc1)OP(O)(O)O,-1.3124735030066068,PDBBIND,3ove,False,P62993|3ove,training,,,,training,,,,training,,,,,,,,,,,,protein,0.0,(5-mer),P62993|3ove
Q8TEK3,3qox,OC(=O)[C@H](CCSC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)[NH3+],-1.3124735030066068,PDBBIND,3qox,False,Q8TEK3|3qox,,,,,training,,,,training,,,,,,,,training,,,,protein,0.0,(SAH),Q8TEK3|3qox
A5K4U6,3rbm,CCCCCCCCCCCCn1ccn(c1)CC(P(O)(O)O)P(O)(O)O,-1.3124735030066068,PDBBIND,3rbm,False,A5K4U6|3rbm,training,,,,training,,,,,,,,training,,,,training,,,,desalted,0.0,(B73),A5K4U6|3rbm
P00918,3sax,CCc1cnc(nc1)SCC(=O)c1ccc(c(c1)S(=O)(=O)N)Cl,-1.3124735030066068,PDBBIND,3sax,False,P00918|3sax,training,,,,training,,,,training,,,,,,,,training,,,,desalted,0.0,(E50),P00918|3sax
A9JQL9,3tfn,O=C(N1CC[NH+](CC1)C(c1ccccc1)c1ccccc1)CC1(CCCC1)CC(=O)O,-1.3124735030066068,PDBBIND,3tfn,False,A9JQL9|3tfn,training,,,,training,,,,training,,,,validation,0,0.4,PDBBIND,,,,,protein,0.0,(2CJ),A9JQL9|3tfn
P37268,3wci,CCCCCCCCCCCCCCCn1ccn(c1)CC(P(O)(O)O)(P(O)(O)O)O,-1.3124735030066068,PDBBIND,3wci,False,P37268|3wci,training,,,,,,,,training,,,,training,,,,training,,,,protein,0.0,(BH5),P37268|3wci
6790,XDTMWNUVKUHOQV-NSHDSACASA-N,CC(=O)N[C@H]1CCN(C1)c1c(Cl)cnc2c1nc([nH]2)c1cn(nc1C)C,-1.3124735030066068,PDBBIND,4byj,True,6790|XDTMWNUVKUHOQV-NSHDSACASA-N,,,,,,,,,,,,,,,,,training,,,,protein,0.0,(FH5),6790|4byj
P56817,4fs4,COc1cccc(c1)c1cccc(c1)[C@]1(C)CC(=O)[N+](=C(N1)N)C,-1.3124735030066068,PDBBIND,4fs4,False,P56817|4fs4,training,,,,,,,,,,,,training,,,,training,,,,protein,0.0,(H24),P56817|4fs4
P43378,4ge5,NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1ccc(c(c1)C)Br)Cc1ccc(cc1)C(P(O)(O)O)(F)F)CCCNC(=O)c1cccc(c1)I,-1.3124735030066068,PDBBIND,4ge5,False,P43378|4ge5,,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(A89),P43378|4ge5
P22736,4jgv,CCCCCCCCC(=O)c1cc(O)c(c(c1)O)O,-1.3124735030066068,PDBBIND,4jgv,False,P22736|4jgv,test,10,0.2,PDBBIND,validation,0,0.4,PDBBIND,training,,,,training,,,,training,,,,protein,0.0,(T94),P22736|4jgv
Q9H2K2,4l0i,CCOC(=O)c1ccc(cc1)c1cc(=O)c2c(o1)cccc2,-1.3124735030066068,PDBBIND,4l0i,False,Q9H2K2|4l0i,training,,,,,,,,training,,,,,,,,,,,,desalted,0.0,(1UW),Q9H2K2|4l0i
O80992,4la7,CCCN1C(=O)CCc2c1ccc(c2)NS(=O)(=O)Cc1ccc(cc1)C,-1.3124735030066068,PDBBIND,4la7,False,O80992|4la7,training,,,,training,,,,training,,,,training,,,,training,,,,desalted,0.0,(A1O),O80992|4la7
O70370,4mzo,N=CCNC(=O)[C@@H]1CN(C[C@H]1C(=O)N1CCOCC1)S(=O)(=O)c1ccccc1,-1.3124735030066068,PDBBIND,4mzo,False,O70370|4mzo,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(2EW),O70370|4mzo
P23639,4nnn,OC[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)CC(C)C)CC(C)C)CC(C)C,-1.3124735030066068,PDBBIND,4nnn,False,P23639|4nnn,training,,,,training,,,,training,,,,,,,,training,,,,desalted,0.0,(ALD),P23639|4nnn
Q2YQ76,4py2,O=C(Nc1cscc1)NCCC[NH2+]Cc1cc(Cl)cc(c1)Cl,-1.3124735030066068,PDBBIND,4py2,False,Q2YQ76|4py2,training,,,,training,,,,training,,,,training,,,,test,0,0.2,PDBBIND,protein,0.0,(43E),Q2YQ76|4py2
P24735,4x68,O=CN1C[C@@H](CC[C@H]1C(=O)NOCC[NH3+])[NH2+]OS(O)(O)O,-1.3124735030066068,PDBBIND,4x68,False,P24735|4x68,,,,,training,,,,training,,,,training,,,,training,,,,desalted,0.0,(OP0),P24735|4x68
Q48935,4zum,[NH3+]CCC[NH2+]CCCCCC(C(F)(F)F)(O)O,-1.3124735030066068,PDBBIND,4zum,False,Q48935|4zum,training,,,,training,,,,training,,,,,,,,training,,,,desalted,0.0,(FKS),Q48935|4zum
P34913,5aln,Fc1ccc(cc1)c1ccc2c(c1)C(C)(C)C(=O)N2,-1.3124735030066068,PDBBIND,5aln,False,P34913|5aln,,,,,,,,,training,,,,test,random,0.4,PDBBIND,,,,,protein,0.0,(5ZM),P34913|5aln
P55201,5c7n,CCOC(=O)Nc1cc(nn2c1nnc2C)c1ccc(c(c1)NS(=O)(=O)C)C,-1.3124735030066068,PDBBIND,5c7n,False,P55201|5c7n,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(BMF),P55201|5c7n
P11838,5er2,[NH3+]CCCC[C@@H](C(=O)N[C@H](C(=O)O)Cc1ccccc1)NC(=O)N(C[C@@H]([C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)Cc1ccccc1)Cc1[nH]cnc1)CC1CCCCC1)O)CC(C)C,-1.3124735030066068,PDBBIND,5er2,False,P11838|5er2,training,,,,,,,,training,,,,,,,,,,,,protein,0.0,(0EK),P11838|5er2
P11021,5evz,O[C@@H]1[C@@H](COP(OP(O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cnc2c1ncnc2N,-1.3124735030066068,PDBBIND,5evz,False,P11021|5evz,,,,,,,,,training,,,,training,,,,training,,,,protein,0.0,(ADP),P11021|5evz
Q70I53,5g1a,ONC(=O)C(C(C(C(C(C(C(=O)Nc1ccccc1)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,-1.3124735030066068,PDBBIND,5g1a,False,Q70I53|5g1a,training,,,,,,,,training,,,,training,,,,,,,,desalted,0.0,(7H1),Q70I53|5g1a
Q8IKG4,5jnl,O=C(N(O)C)C[C@H](CP(O)(O)O)CCCc1ccc(cc1)C(F)(F)F,-1.3124735030066068,PDBBIND,5jnl,False,Q8IKG4|5jnl,training,,,,training,,,,training,,,,training,,,,training,,,,desalted,0.0,(L54),Q8IKG4|5jnl
P00778,5lpr,C[C@@H](B(O)O)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H]([NH3+])C)C,-1.3124735030066068,PDBBIND,5lpr,False,P00778|5lpr,,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(5-mer),P00778|5lpr
Q5KTN5,5nwk,OC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CC(=O)N)COP(O)(O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccc(cc1)O)[NH3+],-1.3124735030066068,PDBBIND,5nwk,False,Q5KTN5|5nwk,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(5-mer),Q5KTN5|5nwk
9088,UBPYILGKFZZVDX-UHFFFAOYSA-P,COc1cc2c(cc1OCCC[N@@H+]1CC[N@H+](CC1)C)ncc(c2Nc1cc(OC)c(cc1Cl)Cl)C#N,-1.3124735030066068,PDBBIND,5vcy,True,9088|UBPYILGKFZZVDX-UHFFFAOYSA-P,,,,,,,,,training,,,,training,,,,training,,,,protein,0.0,(DB8),9088|5vcy
P00760,1k1i,OC(=O)[C@H]1CCCCN1C(=O)[C@@H](NS(=O)(=O)c1ccc2c(c1)cccc2)Cc1cccc(c1)C(N)N,-1.3354993539365467,PDBBIND,1k1i,False,P00760|1k1i,training,,,,,,,,training,,,,,,,,,,,,desalted,0.0,(FD1),P00760|1k1i
P62508,2p7z,CC/C(=C(\c1ccc(cc1)O)/c1ccc(cc1)OCC[NH+](C)C)/c1ccccc1,-1.3354993539365467,PDBBIND,2p7z,False,P62508|2p7z,training,,,,training,,,,training,,,,,,,,training,,,,protein,0.0,(OHT),P62508|2p7z
Q9NXS2,3pb9,c1ccc(cc1)Cn1cncc1,-1.3354993539365467,PDBBIND,3pb9,False,Q9NXS2|3pb9,training,,,,training,,,,training,,,,training,,,,,,,,desalted,0.0,(1BN),Q9NXS2|3pb9
5294,CWHUFRVAEUJCEF-UHFFFAOYSA-N,Nc1ncc(c(c1)C(F)(F)F)c1cc(nc(n1)N1CCOCC1)N1CCOCC1,-1.3354993539365467,PDBBIND,3sd5,True,5294|CWHUFRVAEUJCEF-UHFFFAOYSA-N,training,,,,training,,,,,,,,training,,,,training,,,,protein,0.0,(SD5),5294|3sd5
B3PGI1,4cd4,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)C[NH2+]C[C@@H]2CO)[C@H]([C@H]([C@@H]1O)O)O,-1.3354993539365467,PDBBIND,4cd4,False,B3PGI1|4cd4,training,,,,training,,,,training,,,,training,,,,training,,,,desalted,0.0,(2-mer),B3PGI1|4cd4
1956,MOSAREMUBHMKIV-UHFFFAOYSA-O,Clc1ccc(cc1)CCNc1cc[nH]c(=O)c1C(=O)Nc1ccc(cc1)N1CC[NH+](CC1)C,-1.3354993539365467,PDBBIND,5em5,True,1956|MOSAREMUBHMKIV-UHFFFAOYSA-O,test,random,0.4,docked,training,,,,,,,,,,,,training,,,,protein,0.0,(5Q2),1956|5em5
5290,QYTXJLQBSYAMGR-UHFFFAOYSA-N,N#Cc1cc(cnc1OC)c1ccc2c(c1)c(ncn2)c1cccc(c1)C(=O)N1CCN(CC1)C(=O)C,-1.3354993539365467,PDBBIND,5itd,True,5290|QYTXJLQBSYAMGR-UHFFFAOYSA-N,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(6CY),5290|5itd
P06202,1b58,[NH3+]CCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CCCC[NH3+])Cc1ccc(cc1)O)[NH3+],-1.3585252048664866,PDBBIND,1b58,False,P06202|1b58,,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(3-mer),P06202|1b58
P08179,1c2t,OC(=O)CC[C@@H](C(=O)O)NC(=O)c1ccc(cc1)[C@@H](C(=O)O)Cc1ccc2c(c1)c(=O)[nH]c(n2)N,-1.3585252048664866,PDBBIND,1c2t,False,P08179|1c2t,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(NHS),P08179|1c2t
P08179,1c3e,OC(=O)CC[C@@H](C(=O)O)NC(=O)c1ccc(cc1)[C@H](C(=O)O)Cc1ccc2c(c1)c(=O)[nH]c(n2)N,-1.3585252048664866,PDBBIND,1c3e,False,P08179|1c3e,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(NHR),P08179|1c3e
P16088,1fiv,OC(=O)CC[C@@H](C(=O)N[C@H](C(=O)N)Cc1cccc2c1cccc2)NC(=O)C[C@@H]([C@@H](NC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc1cccc2c1cccc2)NC(=O)C)CC(C)C)O,-1.3585252048664866,PDBBIND,1fiv,False,P16088|1fiv,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(5-mer),P16088|1fiv
P02768,1hk3,OC(=O)[C@H](Cc1cc(I)c(c(c1)I)Oc1cc(I)c(c(c1)I)O)[NH3+],-1.3585252048664866,PDBBIND,1hk3,False,P02768|1hk3,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(T44),P02768|1hk3
Q90EB9,1izi,NC(=O)CC[C@@H](C(=O)N[C@H](C(=O)N)Cc1ccccc1)NC(=O)[C@@H](C[C@@H]([C@@H](NC(=O)OC(C)(C)C)Cc1ccccc1)O)Cc1ccccc1,-1.3585252048664866,PDBBIND,1izi,False,Q90EB9|1izi,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(Q50),Q90EB9|1izi
P04271,1mq1,[NH3+]CCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CO)CC(C)C)[C@H](CC)C)CCCC[NH3+])CC(=O)N)Cc1c[nH]c2c1cccc2)CC(=O)O)[C@H](CC)C)NC(=O)[C@H]([C@H](O)C)NC(=O)[C@@H](NC(=O)[C@H]([C@H](O)C)[NH3+])CCCNC(N)N,-1.3585252048664866,PDBBIND,1mq1,False,P04271|1mq1,training,,,,training,,,,training,,,,,,,,training,,,,protein,0.0,(12-mer),P04271|1mq1
P11086,1n7i,Clc1ccc2c(c1Cl)C[NH2+]CCC2,-1.3585252048664866,PDBBIND,1n7i,False,P11086|1n7i,training,,,,,,,,training,,,,training,,,,,,,,protein,0.0,(LY1),P11086|1n7i
P00772,1qr3,C/C=C/1\NC(=O)[C@H]2NC(=O)[C@H](CCCNC(=O)Nc3c(C[C@H](N(C(=O)[C@@H](N4C(=O)[C@@H](NC1=O)CC[C@H]4O)Cc1ccccc1)C)C(=O)N[C@H](C(=O)O[C@@H]2C)C(C)C)cc(O)c(c3)O)NC(=O)C(C)C,-1.3585252048664866,PDBBIND,1qr3,False,P00772|1qr3,training,,,,training,,,,,,,,,,,,training,,,,protein,0.0,(8-mer),P00772|1qr3
P07900,2byh,O=C(c1cn[nH]c1c1cc(Cl)c(cc1O)O)Nc1ccc(cc1)C(=O)C,-1.3585252048664866,PDBBIND,2byh,False,P07900|2byh,training,,,,,,,,training,,,,test,10,0.4,PDBBIND,,,,,protein,0.0,(2D7),P07900|2byh
Q12051,2e91,OP(C(P(O)(O)O)(Cn1cncc1)O)(O)O,-1.3585252048664866,PDBBIND,2e91,False,Q12051|2e91,training,,,,training,,,,training,,,,training,,,,training,,,,desalted,0.0,(ZOL),Q12051|2e91
P28523,2pvh,c1ccc(cc1)Nc1nc(Nc2ccccc2)n2c(n1)ccn2,-1.3585252048664866,PDBBIND,2pvh,False,P28523|2pvh,validation,0,0.4,PDBBIND,training,,,,training,,,,training,,,,,,,,protein,0.0,(P19),P28523|2pvh
P03367,2pwr,NC(=O)c1ccc(cc1)S(=O)(=O)N([C@H]1C[NH2+]C[C@@H]1N(S(=O)(=O)c1ccc(cc1)C(=O)N)Cc1ccccc1)Cc1ccccc1,-1.3585252048664866,PDBBIND,2pwr,False,P03367|2pwr,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(G4G),P03367|2pwr
P63103,2v7d,OC[C@@H](C(=O)N[C@H](C(=O)N[C@@H]([C@H](OP(O)(O)O)C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)C(C)C)[C@H](O)C)[C@H](O)C)C)NC(=O)[C@H](CCCC[NH3+])[NH3+],-1.3585252048664866,PDBBIND,2v7d,False,P63103|2v7d,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(10-mer),P63103|2v7d
------,2xzq,NC(NCCC[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)[C@H](O)C)CCC(=O)O)C)CC(=O)N)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(cc1)O)[NH3+])CCC(=O)N)C)N,-1.3585252048664866,PDBBIND,2xzq,False,------|2xzq,training,,,,training,,,,,,,,,,,,,,,,protein,0.0,(12-mer),------|2xzq
Q9KU37,3gs6,CCCC(=O)N[C@H]1/C(=N/OC(=O)Nc2ccccc2)/O[C@@H]([C@H]([C@@H]1O)O)CO,-1.3585252048664866,PDBBIND,3gs6,False,Q9KU37|3gs6,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(NP6),Q9KU37|3gs6
Q13526,3kah,OC(=O)[C@H](NC(=O)c1cc(nn1C)c1ccccc1)Cc1nc2c([nH]1)cccc2,-1.3585252048664866,PDBBIND,3kah,False,Q13526|3kah,test,10,0.2,PDBBIND,training,,,,training,,,,,,,,training,,,,protein,0.0,(4DH),Q13526|3kah
Q07869,3kdt,COC(=O)N(Cc1cccc(c1)OCc1nc(oc1C)c1ccc(cc1)Cl)CC(=O)O,-1.3585252048664866,PDBBIND,3kdt,False,Q07869|3kdt,,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(7HA),Q07869|3kdt
